response_time_ms,retry_count,incorrect_streak,skip_rate,session_duration_minutes,time_of_day_hour,questions_answered,recent_accuracy,engagement_score,confusion_score
3000,0,4,0.1212,81.61,3,30,0.738,0.8963,0.2221
23621,0,0,0.1592,85.67,17,98,0.3986,0.837,0.0
26177,1,4,0.0103,19.83,8,75,0.3958,0.5817,0.3258
24461,0,4,0.2281,71.35,6,12,0.5476,0.6933,0.3015
19054,0,5,0.0432,64.26,14,42,0.5519,0.7253,0.3896
40876,0,0,0.2464,16.5,19,51,0.6059,0.3416,0.0834
3000,2,0,0.0378,26.72,20,26,0.7124,0.5694,0.22
26128,1,1,0.0187,87.52,8,95,0.7948,0.9315,0.1208
26296,0,3,0.1235,60.89,22,77,0.649,0.5853,0.2705
50138,0,0,0.1514,21.67,21,87,0.7884,0.3905,0.0602
24827,0,0,0.0214,72.07,16,53,0.7828,0.886,0.0133
30348,0,0,0.0561,50.44,0,12,0.4783,0.803,0.0762
26500,0,2,0.0182,69.19,15,63,0.9245,0.6553,0.237
26133,0,2,0.0268,40.83,13,33,0.7603,0.6538,0.1872
46156,0,1,0.2006,86.44,16,61,0.3843,0.7206,0.1682
11660,2,3,0.0382,37.83,20,76,0.4407,0.7117,0.3528
16994,0,0,0.153,17.97,0,33,0.8776,0.4906,0.0828
34050,1,2,0.166,86.39,3,74,0.5875,0.8635,0.1594
28082,0,1,0.1119,50.55,0,67,0.6769,0.694,0.2094
21601,0,1,0.0308,85.9,8,47,0.6307,0.838,0.1283
24153,0,6,0.0908,46.51,21,4,0.4815,0.6559,0.3401
35967,2,1,0.0699,15.48,21,40,0.7887,0.5331,0.2143
30821,0,0,0.1017,28.39,17,19,0.7134,0.4554,0.0999
16444,0,0,0.098,75.7,15,84,0.2857,0.7743,0.2828
27853,1,3,0.136,66.5,3,67,0.5731,0.7113,0.3137
24402,0,5,0.0302,59.78,5,63,0.7935,0.6542,0.3515
30645,0,1,0.1507,77.1,1,62,0.8826,0.6863,0.1581
21147,1,2,0.2085,33.19,9,46,0.6319,0.4826,0.2003
10500,0,5,0.0699,30.86,23,20,0.6555,0.5365,0.1693
33068,0,0,0.0135,15.35,5,17,0.6988,0.5179,0.1261
31583,1,0,0.1836,84.11,11,25,0.6206,0.7157,0.2102
41984,2,0,0.017,80.01,21,73,0.7879,0.8228,0.1916
9205,0,6,0.0206,61.71,21,58,0.9051,0.8785,0.3013
24155,1,0,0.0606,85.67,19,81,0.7001,0.8834,0.1712
22235,0,4,0.1634,15.69,15,80,0.4879,0.3724,0.1848
20245,2,2,0.0208,89.27,12,24,0.54,0.8827,0.1589
6508,1,0,0.0983,58.8,1,34,0.7333,0.8044,0.0377
12205,2,5,0.087,27.41,17,2,0.9367,0.6338,0.5033
28246,1,1,0.008,77.63,6,2,0.687,0.7902,0.241
19003,0,1,0.0935,21.48,18,26,0.4681,0.5677,0.1272
15083,2,2,0.1368,23.59,2,72,0.7309,0.5749,0.3158
42165,0,2,0.0738,45.05,19,25,0.9082,0.6447,0.2858
53485,1,5,0.0497,16.02,8,8,0.4651,0.4397,0.6075
24323,1,2,0.1769,33.61,1,90,0.8265,0.4382,0.2329
6974,2,4,0.0082,88.21,7,21,0.5271,0.8944,0.4067
29757,1,1,0.0411,45.37,1,28,0.5655,0.6746,0.1861
3000,1,6,0.1698,11.22,18,61,0.7043,0.5382,0.4754
8798,3,5,0.0599,85.11,23,32,0.4709,0.8955,0.5004
29964,1,0,0.152,48.97,15,73,0.3577,0.6021,0.2346
8395,0,2,0.0172,41.35,7,46,0.2499,0.5522,0.2137
21448,1,0,0.0334,68.62,7,57,0.8279,0.8133,0.1602
7196,0,1,0.0448,58.08,0,66,0.8504,0.6959,0.0
25675,0,2,0.0921,19.45,4,11,0.3956,0.5557,0.1246
38479,3,1,0.0335,26.25,4,46,0.8891,0.5919,0.3297
17646,0,0,0.0347,36.52,6,38,0.7556,0.7655,0.0728
24767,2,0,0.0756,25.6,19,63,0.8087,0.5577,0.2292
15210,1,0,0.0416,64.63,10,54,0.7422,0.8508,0.1275
16051,0,6,0.0964,19.22,11,85,0.2902,0.5835,0.5041
15024,2,5,0.1136,26.36,20,100,0.2265,0.5779,0.5436
34431,0,4,0.0754,81.07,20,15,0.255,0.7715,0.4648
8038,0,1,0.0249,58.16,16,40,0.6684,0.7257,0.0369
21018,0,3,0.0371,24.64,9,62,0.5716,0.4566,0.3269
29918,0,4,0.0642,70.08,11,74,0.7526,0.7685,0.3169
35918,0,0,0.0588,13.42,15,16,0.8935,0.3973,0.2293
30287,0,2,0.1344,40.51,11,25,0.7896,0.6416,0.2948
24128,3,2,0.0473,10.49,8,78,0.9447,0.6012,0.4847
18173,1,0,0.1292,75.39,0,42,0.3253,0.6557,0.2817
36104,0,0,0.0806,37.26,6,86,0.5485,0.534,0.0725
14593,2,4,0.0502,89.3,10,97,0.9434,0.9058,0.3985
14774,2,6,0.056,87.02,4,94,0.6008,0.802,0.5422
41230,0,0,0.0222,67.68,8,81,0.5947,0.7636,0.1053
29323,2,5,0.0781,73.78,12,71,0.2872,0.6989,0.419
29747,0,6,0.1151,44.01,16,47,0.9134,0.5161,0.475
32183,0,1,0.1201,24.72,3,28,0.3384,0.5377,0.2101
23862,0,0,0.1266,79.66,0,64,0.5074,0.8453,0.2017
7748,0,1,0.0197,87.41,5,89,0.5546,0.969,0.1736
28014,0,1,0.1099,26.45,4,45,0.5764,0.4248,0.15
24781,0,2,0.112,35.48,11,10,0.9484,0.581,0.1379
14691,0,0,0.0035,25.64,16,95,0.508,0.5325,0.0
11931,0,1,0.1562,18.85,6,87,0.8659,0.5313,0.1571
24442,1,0,0.0819,55.96,9,29,0.7054,0.7899,0.0925
8706,0,0,0.0125,73.85,19,81,0.774,0.8982,0.0
23279,0,1,0.0011,60.35,20,43,0.7206,0.7415,0.1534
21832,0,1,0.0245,57.35,5,34,0.876,0.6874,0.1208
23570,0,5,0.0491,43.13,13,42,0.4851,0.5554,0.1718
29832,0,0,0.0983,56.17,15,97,0.8516,0.6909,0.0361
32463,0,2,0.0185,30.56,13,19,0.1795,0.6033,0.3003
16462,0,6,0.1423,24.28,2,84,0.4568,0.5336,0.4498
35437,1,7,0.1947,85.02,11,60,0.3855,0.6956,0.6121
22368,0,0,0.0685,11.96,14,84,0.7328,0.4876,0.0314
46040,1,2,0.1064,53.09,22,81,0.5676,0.6633,0.2994
17975,0,0,0.1776,44.73,2,90,0.6911,0.5531,0.0
5664,0,4,0.0623,17.52,7,6,0.8194,0.6652,0.2128
35004,0,7,0.0409,33.82,14,95,0.8002,0.6829,0.5052
30107,0,1,0.0961,86.99,22,53,0.7275,0.8474,0.0984
39420,0,0,0.0559,31.77,17,38,0.8935,0.5491,0.0434
28716,0,0,0.1404,77.8,23,90,0.7833,0.7268,0.0979
53080,0,0,0.1408,88.93,5,10,0.8317,0.6903,0.0878
22733,0,0,0.1511,35.62,21,37,0.9565,0.5283,0.0
37556,1,1,0.1159,32.4,17,29,0.5205,0.5264,0.1625
18695,0,1,0.1045,56.42,16,92,0.9059,0.7179,0.1226
30901,0,0,0.1019,41.76,4,29,0.7627,0.6083,0.1658
33136,0,3,0.0049,37.84,22,85,0.5788,0.6694,0.2901
34991,1,1,0.0215,22.68,1,30,0.7129,0.4902,0.1695
34316,0,0,0.1334,73.61,14,8,0.242,0.7012,0.1642
3000,0,0,0.1631,82.64,0,81,0.5697,0.8964,0.2767
24176,0,0,0.1316,50.95,20,81,0.923,0.6696,0.0037
18099,2,6,0.0824,18.05,0,75,0.439,0.5237,0.5277
20465,0,1,0.1121,66.14,6,100,0.5365,0.7252,0.2257
21599,0,2,0.0351,82.13,0,40,0.8017,0.9645,0.1166
36730,2,3,0.0916,76.6,14,26,0.5527,0.7131,0.4532
27431,0,0,0.0155,11.38,20,58,0.3404,0.424,0.1021
18910,0,2,0.0247,31.23,10,66,0.3925,0.5627,0.2311
7381,0,0,0.0006,31.06,14,45,0.5896,0.6917,0.0
43397,1,3,0.0259,76.22,13,95,0.5134,0.8259,0.3029
17232,0,0,0.0479,56.99,22,57,0.8881,0.7395,0.0
23432,1,1,0.1325,16.27,10,77,0.6006,0.3407,0.314
50666,0,1,0.0209,24.84,18,48,0.7388,0.5903,0.1977
17559,0,0,0.0048,79.79,12,68,0.9112,0.8987,0.138
21692,0,0,0.0945,18.07,20,84,0.757,0.6552,0.0275
27786,0,1,0.0681,33.97,23,50,0.8525,0.5873,0.1851
5729,0,1,0.1473,36.02,18,11,0.4521,0.4829,0.0761
4338,0,2,0.0658,45.63,1,66,0.7808,0.618,0.1451
19221,0,4,0.076,88.48,23,65,0.9245,0.8779,0.2606
19636,0,0,0.0666,21.38,12,86,0.7498,0.5469,0.0675
26611,0,1,0.0758,38.55,19,81,0.9287,0.6823,0.1574
13264,1,0,0.1204,74.99,8,22,0.6764,0.7574,0.1634
30208,0,3,0.101,66.14,9,86,0.7972,0.796,0.1519
3000,0,4,0.0646,81.69,23,62,0.5155,0.9822,0.2958
24157,1,0,0.0414,34.38,13,47,0.5007,0.6462,0.0843
29322,0,2,0.1184,55.6,23,3,0.9182,0.8367,0.0919
28941,0,3,0.0325,18.57,18,64,0.7467,0.6383,0.4466
23047,1,1,0.0122,40.23,18,80,0.5745,0.6919,0.2293
17076,0,2,0.0265,56.94,9,44,0.5908,0.7425,0.1329
22698,0,4,0.0365,56.46,19,47,0.9053,0.7412,0.2277
39808,1,2,0.0506,12.57,1,83,0.5325,0.3404,0.3223
17806,1,8,0.051,66.76,17,44,0.8534,0.7568,0.5829
36737,1,0,0.2376,44.32,23,7,0.7292,0.515,0.086
38647,1,1,0.1099,50.61,12,62,0.4727,0.5067,0.1913
4169,0,0,0.1371,77.7,16,88,0.5212,0.855,0.0
23462,1,0,0.014,13.66,2,4,0.4915,0.5615,0.1145
13267,0,5,0.024,84.49,16,46,0.8052,1.0,0.361
6978,0,5,0.0254,19.51,21,38,0.4277,0.6447,0.3526
34504,0,1,0.1868,79.61,20,48,0.799,0.7637,0.1656
30680,0,1,0.1147,17.21,7,25,0.4177,0.5013,0.2325
28162,0,2,0.0758,30.87,8,23,0.5539,0.5386,0.1956
11974,0,2,0.0696,22.05,3,42,0.4913,0.4991,0.2118
27526,1,1,0.2388,46.14,4,86,0.2942,0.5121,0.3015
9274,0,1,0.1316,80.2,16,8,0.7539,0.8124,0.1107
25927,0,0,0.1897,13.23,16,73,0.3858,0.3519,0.0439
17061,0,1,0.2259,13.32,14,26,0.9071,0.3638,0.1424
37609,0,0,0.0445,10.77,10,37,0.4026,0.3735,0.159
20642,0,0,0.0613,42.34,20,95,0.2562,0.5842,0.1529
27775,0,2,0.0753,54.88,19,48,0.6919,0.7303,0.1412
27800,0,4,0.2237,67.96,11,89,0.3228,0.6354,0.3732
24090,0,0,0.0585,88.84,21,44,0.7116,0.8996,0.1942
26264,0,6,0.0969,36.6,0,14,0.5016,0.565,0.3398
28645,1,1,0.1571,50.54,14,31,0.5756,0.6229,0.2533
14243,1,0,0.0312,29.27,5,98,0.4904,0.5336,0.1784
29835,0,3,0.0833,63.95,12,92,0.7515,0.7751,0.2132
35366,0,4,0.0907,16.79,12,29,0.9137,0.5198,0.373
29768,0,2,0.08,41.85,19,43,0.564,0.5674,0.1485
20750,1,2,0.0214,75.58,19,68,0.7827,0.8339,0.2885
27093,0,2,0.0265,37.5,11,19,0.6169,0.6369,0.3107
20635,2,1,0.1179,50.79,15,99,0.8332,0.687,0.2309
23575,3,0,0.0228,25.58,2,13,0.5105,0.6853,0.2467
10748,0,1,0.1641,89.22,4,51,0.6307,0.7542,0.0
41561,2,4,0.1358,28.34,10,51,0.912,0.477,0.5128
48226,0,0,0.1034,19.62,3,95,0.5072,0.5426,0.2244
16553,0,0,0.0487,14.71,10,41,0.7345,0.467,0.0929
34434,2,0,0.0293,36.44,13,56,0.8209,0.5188,0.2062
42494,0,3,0.016,85.91,1,34,0.4749,0.8441,0.302
13508,1,6,0.0437,58.62,11,5,0.2433,0.7949,0.4123
3000,0,0,0.0495,54.18,6,85,0.8312,0.6495,0.0261
43202,0,0,0.062,54.85,10,94,0.6654,0.6393,0.1083
24876,1,6,0.0362,15.42,5,97,0.7046,0.573,0.52
18766,0,5,0.0031,82.63,3,98,0.4775,0.9017,0.3643
25568,3,2,0.1527,71.32,6,26,0.8754,0.7893,0.3898
20571,1,2,0.0383,58.95,6,49,0.729,0.8104,0.2687
60513,0,2,0.2953,69.24,4,65,0.4747,0.5919,0.4543
18632,1,0,0.0736,27.5,0,52,0.5445,0.5121,0.0932
28928,0,2,0.0279,55.06,5,74,0.7742,0.8096,0.2261
40507,1,2,0.0725,10.77,22,65,0.6134,0.3817,0.2626
40449,1,5,0.1024,62.61,15,91,0.9,0.7788,0.446
38152,0,2,0.0727,28.35,1,100,0.6802,0.493,0.146
19892,0,4,0.0374,31.58,6,2,0.5639,0.67,0.2525
23175,0,5,0.0995,52.43,15,90,0.5189,0.6863,0.3373
3000,1,0,0.086,20.04,22,99,0.6021,0.5918,0.0
24106,0,0,0.0402,72.4,10,51,0.3085,0.86,0.083
25394,0,1,0.0587,17.86,22,7,0.468,0.5126,0.1771
33901,0,2,0.078,56.3,8,11,0.8158,0.6462,0.1663
46546,1,1,0.0342,58.73,0,73,0.662,0.7059,0.2327
33536,0,3,0.1049,29.93,8,60,0.8851,0.6035,0.2942
37848,0,0,0.0349,51.61,7,94,0.728,0.6828,0.0637
24790,0,3,0.0973,31.27,22,79,0.6655,0.5038,0.1992
40412,2,5,0.0511,43.37,10,42,0.4805,0.6054,0.4668
25134,0,6,0.0623,13.65,14,4,0.6374,0.4207,0.4151
38687,0,0,0.1174,37.49,11,61,0.6312,0.5834,0.1002
34654,0,3,0.0203,43.39,5,40,0.4619,0.7301,0.2968
29713,0,2,0.0934,43.69,14,12,0.8248,0.6737,0.2276
6511,1,6,0.0225,21.83,23,54,0.5218,0.509,0.5278
38120,0,2,0.0408,83.48,19,36,0.3446,0.8593,0.2146
29538,0,1,0.0294,37.26,16,94,0.5815,0.6702,0.1735
33431,0,1,0.0814,35.84,15,26,0.4361,0.6375,0.2221
28762,3,4,0.2051,60.43,6,86,0.3287,0.6499,0.5164
30831,0,0,0.0155,16.28,6,37,0.8082,0.5487,0.1142
40608,0,3,0.0112,72.08,10,75,0.6169,0.8603,0.283
19313,0,3,0.0149,60.11,15,34,0.6285,0.768,0.1728
30612,0,4,0.0426,51.81,22,15,0.886,0.6328,0.3526
15671,0,0,0.0822,87.14,15,6,0.6869,0.8795,0.0399
31920,0,1,0.1592,27.63,14,45,0.6547,0.4303,0.1716
28015,0,4,0.0004,71.64,1,52,0.4979,0.948,0.1992
17428,1,1,0.056,22.75,17,88,0.3506,0.4834,0.2245
26124,0,1,0.1983,77.36,12,3,0.603,0.6935,0.08
18175,1,1,0.0526,46.59,15,2,0.4411,0.6583,0.317
20464,1,3,0.1648,14.5,13,81,0.7468,0.4767,0.3217
29258,0,1,0.0716,66.45,14,9,0.8431,0.7125,0.0134
28221,0,0,0.1152,45.54,4,73,0.7499,0.6691,0.0193
3000,0,1,0.1011,72.81,11,19,0.3035,0.8193,0.2247
29446,1,1,0.1078,27.67,21,59,0.9079,0.5097,0.1078
21360,1,1,0.2395,22.17,0,24,0.7252,0.5256,0.1398
20028,0,3,0.0429,16.21,20,81,0.7028,0.5291,0.2067
11474,0,0,0.0301,84.18,8,53,0.6621,0.8351,0.0767
24455,1,1,0.008,10.18,13,52,0.6292,0.5966,0.2586
18724,0,2,0.1202,61.64,9,9,0.8561,0.8316,0.1851
40282,1,3,0.0377,28.22,7,25,0.5429,0.4388,0.3579
4007,0,1,0.0183,17.17,3,2,0.5408,0.4886,0.0869
13433,0,7,0.0236,74.4,6,25,0.6149,0.7768,0.4034
12620,0,2,0.0561,59.74,10,45,0.6178,0.7234,0.178
28104,0,1,0.0168,31.06,2,2,0.5218,0.6846,0.2775
39078,0,1,0.0012,76.65,3,57,0.7175,0.758,0.2116
31037,1,1,0.0708,52.69,17,76,0.753,0.748,0.1861
11864,0,4,0.0579,24.26,23,66,0.9889,0.639,0.259
19849,0,7,0.1049,89.29,15,39,0.5891,0.9588,0.3878
15290,0,0,0.1166,36.45,20,26,0.889,0.5577,0.0895
31093,0,1,0.0421,79.9,14,19,0.6386,0.8001,0.0989
19605,0,2,0.0365,34.87,5,45,0.4647,0.718,0.2989
8046,0,1,0.014,36.32,9,96,0.2504,0.6081,0.1883
32016,1,0,0.0605,68.47,17,76,0.8337,0.806,0.1102
40159,1,0,0.0084,31.38,14,3,0.673,0.5749,0.1729
22856,0,1,0.1577,46.12,21,13,0.762,0.6461,0.1778
26445,0,4,0.0022,60.52,16,78,0.8184,0.6837,0.1928
6924,1,3,0.0979,30.31,12,11,0.784,0.6693,0.2212
3000,0,1,0.1223,38.92,4,54,0.7821,0.6221,0.1585
3000,0,1,0.1513,76.09,23,98,0.5204,0.8408,0.0593
24463,0,1,0.0383,18.48,11,2,0.4177,0.5231,0.1636
21305,1,2,0.0521,80.71,19,19,0.7321,0.912,0.1331
31555,0,0,0.1434,55.23,4,59,0.4157,0.6185,0.0
22628,2,0,0.0731,25.5,5,28,0.5252,0.5836,0.1769
36853,1,0,0.0367,87.63,4,11,0.909,1.0,0.1724
35467,1,2,0.0857,82.86,8,99,0.3971,0.8183,0.2683
21130,0,2,0.0628,89.41,22,37,0.6909,0.8785,0.195
12959,0,3,0.0941,39.79,10,6,0.5829,0.6706,0.2328
3000,0,0,0.1325,49.49,18,15,0.9757,0.769,0.0
42203,1,0,0.0984,71.24,19,18,0.6768,0.8152,0.2481
13690,0,2,0.0074,38.81,8,56,0.4309,0.6003,0.1084
7043,0,4,0.1013,74.35,5,67,0.6038,0.8991,0.3137
26558,0,1,0.18,82.52,3,5,0.5216,0.8398,0.1769
7150,0,1,0.0186,43.11,20,99,0.6316,0.7434,0.2719
26546,1,0,0.0854,75.1,5,14,0.4975,0.7842,0.2021
20964,0,0,0.0153,63.89,21,85,0.6685,0.876,0.1445
36084,0,3,0.0459,48.42,16,100,0.8605,0.7147,0.3384
35040,0,0,0.0293,34.26,15,40,0.4864,0.6112,0.1534
38240,1,3,0.0525,36.16,18,90,0.4186,0.6054,0.3241
27475,0,1,0.022,65.58,13,29,0.8043,0.6749,0.1051
14700,0,6,0.0095,32.37,16,91,0.4988,0.6175,0.2933
12557,0,1,0.0578,37.21,16,65,0.6749,0.5622,0.0591
18632,0,0,0.0574,28.25,23,22,0.839,0.5378,0.0
48931,0,0,0.0828,60.58,4,38,0.6889,0.6312,0.0592
22010,0,2,0.0611,27.43,8,30,0.6786,0.5435,0.1926
26932,1,1,0.0708,68.34,5,94,0.8413,0.7015,0.2386
43223,1,2,0.157,38.74,3,63,0.8875,0.6327,0.2997
28055,0,2,0.0663,32.46,21,76,0.7009,0.5874,0.1878
16016,0,1,0.0022,45.17,12,56,0.8926,0.7228,0.1247
33762,0,1,0.107,58.18,15,80,0.378,0.5968,0.2724
19858,0,0,0.0884,68.52,5,19,0.8118,0.8262,0.0
28470,1,0,0.0537,51.36,22,68,0.8224,0.6459,0.2775
31146,1,0,0.0136,41.47,13,26,0.708,0.5978,0.2626
19068,0,8,0.1317,57.11,21,10,0.7689,0.695,0.4151
27236,0,2,0.2001,46.74,14,95,0.5557,0.6446,0.1417
44201,0,4,0.2086,83.15,12,93,0.7767,0.7775,0.2981
17482,0,1,0.0991,83.06,22,38,0.6694,0.8857,0.0
40803,0,0,0.0571,17.57,8,42,0.7222,0.4373,0.1406
17914,1,1,0.0637,20.04,19,75,0.6828,0.6214,0.2703
46625,1,0,0.0254,65.71,4,66,0.813,0.7871,0.23
14734,1,0,0.1647,53.85,14,43,0.4692,0.6909,0.1778
20274,0,2,0.1359,17.16,1,25,0.3974,0.6505,0.0422
43099,0,0,0.0024,68.31,19,97,0.7522,0.6934,0.0738
43627,0,5,0.0586,56.07,10,48,0.5585,0.6626,0.381
34821,1,0,0.0494,74.92,5,66,0.544,0.8213,0.2611
12018,0,1,0.0046,17.18,13,17,0.8048,0.5211,0.0343
25989,0,5,0.0282,73.92,19,49,0.7773,0.8126,0.3329
25015,0,1,0.0818,48.75,3,46,0.3791,0.6072,0.1555
14730,0,0,0.0855,17.62,2,83,0.6382,0.5648,0.0432
33362,0,4,0.0663,74.11,10,47,0.7697,0.7682,0.4119
15680,0,0,0.0662,25.99,4,66,0.8424,0.6612,0.0
9513,0,6,0.1247,64.43,13,66,0.5382,0.6255,0.4954
5550,0,1,0.0258,46.32,3,80,0.554,0.748,0.1657
45548,3,0,0.0381,35.57,20,62,0.7979,0.5846,0.3009
18874,0,1,0.1278,29.99,5,53,0.4278,0.5864,0.1588
19126,0,0,0.1634,35.8,17,76,0.6801,0.5838,0.0
12632,0,0,0.0396,55.65,18,55,0.514,0.7307,0.1241
41415,0,0,0.0582,32.02,18,12,0.906,0.5487,0.2839
8437,0,2,0.0244,30.49,13,18,0.9384,0.7233,0.1478
10550,1,2,0.0792,11.84,3,4,0.7439,0.4416,0.0945
21138,1,7,0.1096,27.57,11,67,0.2854,0.4486,0.4755
24741,1,4,0.0402,35.39,11,29,0.3429,0.6808,0.338
32904,0,3,0.0219,16.83,20,98,0.866,0.5236,0.1966
16893,0,0,0.0724,51.77,18,9,0.3979,0.77,0.2309
43532,0,0,0.0783,72.93,19,34,0.9634,0.7348,0.1646
16975,0,2,0.0925,37.92,19,24,0.919,0.6661,0.1058
12897,1,1,0.079,77.94,8,63,0.8589,0.9138,0.0
11755,0,3,0.0058,76.25,18,4,0.5761,0.8549,0.0209
15713,1,3,0.0963,63.94,0,14,0.3797,0.6278,0.2481
10977,0,3,0.1052,26.89,23,90,0.8407,0.4865,0.0895
34011,1,0,0.0459,29.65,20,68,0.8523,0.5931,0.1381
12990,1,0,0.1012,27.61,20,33,0.6093,0.5088,0.1551
23406,1,2,0.0416,74.44,12,8,0.9509,0.797,0.1546
12645,0,0,0.0356,36.2,12,85,0.5059,0.6189,0.1062
10906,0,3,0.0424,60.95,9,32,0.7569,0.7561,0.1981
38278,0,7,0.1555,87.92,6,48,0.7742,0.8609,0.48
44233,0,0,0.0612,15.34,0,70,0.4534,0.5986,0.2974
40228,2,0,0.072,44.5,8,96,0.8171,0.5712,0.2736
7344,0,6,0.1785,55.09,2,18,0.8835,0.6774,0.3733
9009,0,4,0.1089,41.88,22,12,0.6431,0.6096,0.243
48741,0,0,0.1293,15.6,6,67,0.6369,0.5069,0.1828
21948,0,0,0.0877,13.74,17,30,0.2287,0.423,0.1714
8502,0,0,0.0381,49.96,18,42,0.6067,0.6193,0.0
37987,2,0,0.1139,14.19,7,23,0.4469,0.3203,0.3162
25809,0,1,0.0847,74.51,8,73,0.3978,0.7131,0.1264
31834,0,5,0.0624,43.53,10,16,0.5983,0.6696,0.4668
3000,0,0,0.0814,74.43,7,52,0.8346,0.9372,0.0
21085,1,0,0.0995,87.84,19,17,0.571,0.8332,0.1742
36386,0,0,0.1349,74.63,3,24,0.6799,0.7057,0.1925
17316,0,3,0.0482,20.64,14,44,0.6081,0.4806,0.3077
39820,1,2,0.1512,86.96,9,40,0.659,0.8267,0.328
9199,0,3,0.0854,84.94,9,21,0.4537,0.9759,0.3246
23649,0,1,0.0652,46.85,0,48,0.8053,0.7007,0.185
44739,0,0,0.0138,29.48,19,43,0.8713,0.5377,0.2043
11190,2,2,0.0312,77.75,1,71,0.5638,0.8056,0.3728
28258,1,2,0.1221,12.34,22,11,0.4349,0.4342,0.3712
32021,0,5,0.0687,44.04,3,17,0.6294,0.6312,0.37
26097,2,0,0.1391,80.95,21,62,0.8189,0.8569,0.1674
21999,0,1,0.0106,16.42,3,36,0.8403,0.5809,0.1927
14484,0,1,0.0192,72.85,9,22,0.5633,0.9354,0.0368
27359,0,3,0.0615,41.09,0,24,0.7695,0.5971,0.339
23768,1,2,0.0278,87.04,18,36,0.4211,0.8916,0.3113
7764,0,2,0.1193,52.64,2,12,0.8536,0.6722,0.1062
38198,0,2,0.0653,73.93,21,5,0.5764,0.7033,0.2147
14079,0,2,0.1329,20.3,7,94,0.934,0.5967,0.16
8076,1,2,0.0639,50.1,17,20,0.542,0.643,0.2342
17852,0,0,0.0492,43.41,20,23,0.7699,0.7742,0.215
14287,0,1,0.1243,48.5,18,13,0.6391,0.7217,0.0677
21901,0,1,0.054,21.39,16,72,0.5618,0.4748,0.1577
10091,0,0,0.0835,49.39,17,38,0.3454,0.7993,0.0958
30376,0,1,0.0185,11.19,18,67,0.2983,0.4599,0.2479
41573,2,0,0.1928,47.89,7,85,0.68,0.5802,0.2771
26270,0,0,0.0127,38.93,20,53,0.7998,0.6647,0.069
7669,0,8,0.0713,35.92,14,68,0.5028,0.6185,0.5246
14041,0,1,0.0378,77.2,7,5,0.7497,0.8965,0.1799
27655,0,5,0.0945,18.47,15,54,0.6043,0.4301,0.4649
3000,0,4,0.1024,35.55,14,62,0.3081,0.5958,0.2674
10207,0,3,0.0537,21.55,5,2,0.7789,0.5959,0.2143
5230,0,1,0.0264,88.27,14,9,0.9744,0.9893,0.0325
26385,0,4,0.0579,57.21,4,63,0.7731,0.7939,0.2745
50946,0,4,0.064,72.05,10,43,0.8378,0.7407,0.4411
9868,1,0,0.1077,17.42,18,25,0.5138,0.4016,0.1848
34796,0,0,0.1867,64.66,9,79,0.7346,0.6585,0.0573
18233,0,1,0.1465,56.09,17,56,0.7225,0.6556,0.131
9158,0,5,0.0834,76.5,10,76,0.8532,0.928,0.2961
43770,2,0,0.0343,63.78,16,64,0.6167,0.5914,0.315
50918,2,1,0.1643,57.9,22,91,0.7628,0.5334,0.3017
29942,0,1,0.1399,44.29,2,93,0.4386,0.5086,0.1248
29350,0,2,0.0575,82.01,13,43,0.7558,0.9385,0.311
25747,0,2,0.1233,44.31,1,38,0.5219,0.6979,0.1857
23221,2,2,0.0725,14.74,1,62,0.7668,0.4597,0.2397
29081,0,0,0.0195,64.98,16,36,0.3631,0.6623,0.1292
33113,0,2,0.0254,41.52,11,38,0.8874,0.701,0.1275
44960,0,0,0.0881,79.04,19,46,0.4409,0.7737,0.0853
18727,0,1,0.0191,40.38,23,68,0.8015,0.6745,0.2463
26529,0,5,0.119,48.56,8,61,0.9293,0.7107,0.1674
23939,0,1,0.0147,38.44,3,26,0.6384,0.6925,0.1606
37289,0,1,0.0189,63.12,17,34,0.5934,0.683,0.2531
53801,0,2,0.0452,36.67,14,82,0.7542,0.6011,0.2136
37703,0,1,0.1676,86.34,22,97,0.4147,0.751,0.0899
34579,2,3,0.0267,35.24,1,6,0.3991,0.55,0.4805
35894,2,3,0.0355,62.84,20,43,0.4879,0.7957,0.3348
40209,0,3,0.0293,24.42,16,43,0.8593,0.4989,0.2107
53973,1,1,0.0632,76.94,4,4,0.7875,0.7225,0.2604
4775,1,0,0.0304,43.61,1,28,0.4792,0.6217,0.1822
32195,2,3,0.0298,70.44,6,42,0.7626,0.8016,0.5933
3000,0,0,0.029,14.6,19,62,0.4187,0.6147,0.0
36416,0,4,0.0811,44.55,6,90,0.815,0.5949,0.3079
31612,3,4,0.0143,31.3,8,74,0.581,0.5866,0.5533
18438,0,1,0.0124,82.09,0,37,0.9507,0.885,0.0445
3000,0,1,0.0356,10.03,20,76,0.8545,0.4875,0.0
24827,0,0,0.0304,59.34,12,72,0.5024,0.8296,0.0129
27674,2,4,0.0635,84.48,12,22,0.1451,0.7535,0.4768
24243,0,0,0.1015,48.73,9,24,0.6078,0.7915,0.1049
17543,0,1,0.0388,86.03,11,87,0.7243,0.9526,0.1718
14239,0,1,0.1047,49.8,2,61,0.7227,0.6483,0.1576
24379,1,1,0.058,25.99,22,57,0.2843,0.5118,0.3656
15377,0,4,0.0202,28.98,1,51,0.8157,0.6077,0.1889
